timestamp,open,high,low,close,volume
1779049620000,78286.97000000,78293.33000000,78286.97000000,78293.33000000,0.63493000
1779049680000,78293.32000000,78293.32000000,78287.59000000,78287.60000000,2.44747000
1779049740000,78287.59000000,78291.02000000,78287.59000000,78291.02000000,1.17538000
1779049800000,78291.01000000,78330.00000000,78291.01000000,78329.99000000,3.42043000
1779049860000,78330.00000000,78356.84000000,78330.00000000,78338.86000000,4.07270000
1779049920000,78338.85000000,78367.49000000,78338.85000000,78367.48000000,3.46418000
1779049980000,78367.49000000,78367.49000000,78359.99000000,78359.99000000,1.38999000
1779050040000,78359.99000000,78360.00000000,78286.14000000,78286.14000000,14.41140000
1779050100000,78286.15000000,78313.78000000,78286.15000000,78313.78000000,16.50955000
1779050160000,78313.78000000,78317.27000000,78313.77000000,78317.26000000,0.93774000
1779050220000,78317.27000000,78317.27000000,78272.00000000,78278.89000000,19.81415000
1779050280000,78278.90000000,78278.90000000,78249.35000000,78260.00000000,18.13430000
1779050340000,78260.00000000,78299.34000000,78259.99000000,78299.34000000,7.28929000
1779050400000,78299.34000000,78299.34000000,78291.26000000,78291.26000000,0.50000000
1779050460000,78291.26000000,78291.27000000,78284.05000000,78284.06000000,0.89217000
1779050520000,78284.06000000,78284.06000000,78284.05000000,78284.05000000,0.39565000
1779050580000,78284.05000000,78299.29000000,78284.05000000,78299.29000000,0.55677000
1779050640000,78299.29000000,78303.22000000,78295.25000000,78295.26000000,0.70595000
1779050700000,78295.26000000,78295.26000000,78291.28000000,78291.28000000,2.73752000
1779050760000,78291.29000000,78305.68000000,78291.28000000,78305.68000000,1.31859000
1779050820000,78305.68000000,78305.68000000,78286.89000000,78286.89000000,1.11457000
1779050880000,78286.90000000,78289.16000000,78277.35000000,78289.16000000,5.25872000
1779050940000,78289.15000000,78289.16000000,78289.15000000,78289.15000000,0.79751000
1779051000000,78289.15000000,78291.48000000,78289.15000000,78291.47000000,1.71268000
1779051060000,78291.47000000,78291.48000000,78291.47000000,78291.48000000,0.17628000
1779051120000,78291.48000000,78291.48000000,78291.47000000,78291.48000000,0.45285000
1779051180000,78291.48000000,78291.48000000,78279.21000000,78279.22000000,1.06178000
1779051240000,78279.22000000,78283.04000000,78279.21000000,78283.04000000,3.56817000
1779051300000,78283.03000000,78286.86000000,78283.03000000,78286.86000000,1.25875000
1779051360000,78286.85000000,78286.86000000,78286.85000000,78286.85000000,0.18784000
1779051420000,78286.86000000,78286.86000000,78286.85000000,78286.85000000,0.14672000
1779051480000,78286.86000000,78296.34000000,78286.85000000,78296.33000000,1.20411000
