timestamp,open,high,low,close,volume
1779031620000,78027.94000000,78027.94000000,78027.93000000,78027.94000000,1.70900000
1779031680000,78027.93000000,78027.94000000,78015.20000000,78017.37000000,1.21933000
1779031740000,78017.36000000,78017.37000000,77978.30000000,77990.07000000,6.92136000
1779031800000,77990.06000000,78014.30000000,77990.06000000,78014.29000000,1.27392000
1779031860000,78014.29000000,78036.76000000,78014.29000000,78036.76000000,1.57243000
1779031920000,78036.76000000,78047.41000000,78036.75000000,78043.89000000,0.99445000
1779031980000,78043.89000000,78043.89000000,78038.46000000,78042.52000000,0.77173000
1779032040000,78042.51000000,78043.88000000,78042.51000000,78043.88000000,0.29247000
1779032100000,78043.87000000,78059.21000000,78043.87000000,78047.64000000,4.59679000
1779032160000,78047.63000000,78047.63000000,78010.00000000,78010.01000000,2.26340000
1779032220000,78010.01000000,78025.22000000,78006.00000000,78025.21000000,1.14462000
1779032280000,78025.22000000,78025.22000000,78025.21000000,78025.22000000,0.99104000
1779032340000,78025.21000000,78046.79000000,78025.21000000,78032.73000000,3.31441000
1779032400000,78032.72000000,78032.72000000,78021.85000000,78031.99000000,1.70546000
1779032460000,78032.00000000,78050.00000000,77992.37000000,78032.02000000,20.16933000
1779032520000,78032.02000000,78034.00000000,77981.99000000,77994.47000000,12.98691000
1779032580000,77994.47000000,78005.99000000,77994.47000000,78005.99000000,0.81044000
1779032640000,78005.99000000,78034.00000000,78005.98000000,78034.00000000,3.56939000
1779032700000,78034.00000000,78034.00000000,78032.00000000,78032.00000000,1.13983000
1779032760000,78032.01000000,78032.01000000,78012.41000000,78015.21000000,0.80695000
1779032820000,78015.22000000,78034.00000000,78015.21000000,78034.00000000,1.19803000
1779032880000,78034.00000000,78050.00000000,78034.00000000,78050.00000000,4.42559000
1779032940000,78050.00000000,78066.00000000,78050.00000000,78051.32000000,4.60231000
1779033000000,78051.33000000,78051.33000000,78037.74000000,78037.75000000,2.03890000
1779033060000,78037.74000000,78037.75000000,78037.74000000,78037.74000000,1.01733000
1779033120000,78037.75000000,78052.73000000,78037.74000000,78052.73000000,4.30781000
1779033180000,78052.74000000,78052.74000000,78049.47000000,78049.48000000,5.12289000
1779033240000,78049.48000000,78061.12000000,78049.47000000,78052.20000000,6.07663000
1779033300000,78052.20000000,78052.21000000,78052.20000000,78052.21000000,1.84603000
1779033360000,78052.21000000,78066.25000000,78052.20000000,78066.24000000,2.03764000
1779033420000,78066.25000000,78066.25000000,78051.41000000,78051.42000000,0.97485000
1779033480000,78051.41000000,78051.42000000,78048.36000000,78048.36000000,0.90786000
1779033540000,78048.36000000,78051.42000000,78048.36000000,78051.41000000,4.14212000
